0.000 0.000 17.099 0.486 180.000 0.000 0.251
24.000	34.190	15.851	0.516	130.100	49.900	1.499
24.500	34.890	15.801	0.517	130.100	49.900	1.549
25.000	35.590	15.750	0.518	130.000	50.000	1.600
25.500	36.290	15.699	0.520	129.900	50.100	1.651
26.000	36.990	15.646	0.521	129.900	50.100	1.704
26.500	37.690	15.593	0.523	129.800	50.200	1.757
27.000	38.390	15.538	0.524	129.800	50.200	1.812
27.500	39.080	15.484	0.526	129.800	50.200	1.866
28.000	39.780	15.428	0.527	129.800	50.200	1.922
28.500	40.480	15.371	0.529	129.800	50.200	1.979
29.000	41.170	15.314	0.530	129.800	50.200	2.036
29.500	41.870	15.256	0.532	129.800	50.200	2.094
30.000	42.560	15.197	0.534	129.900	50.100	2.153
30.500	43.250	15.138	0.535	129.900	50.100	2.212
31.000	43.940	15.078	0.537	129.900	50.100	2.272
31.500	44.630	15.017	0.539	130.000	50.000	2.333
32.000	45.320	14.956	0.541	130.100	49.900	2.394
32.500	46.010	14.894	0.542	130.100	49.900	2.456
33.000	46.700	14.831	0.544	130.200	49.800	2.519
33.500	47.390	14.768	0.546	130.300	49.700	2.582
34.000	48.070	14.704	0.548	130.400	49.600	2.646
34.500	48.760	14.639	0.550	130.500	49.500	2.711
35.000	49.440	14.574	0.552	130.600	49.400	2.776
35.500	50.130	14.508	0.554	130.700	49.300	2.842
36.000	50.810	14.442	0.556	130.800	49.200	2.908
36.500	51.490	14.375	0.558	130.900	49.100	2.975
37.000	52.170	14.308	0.561	131.100	48.900	3.042
37.500	52.850	14.240	0.563	131.200	48.800	3.110
38.000	53.530	14.172	0.565	131.300	48.700	3.178
38.500	54.200	14.103	0.567	131.500	48.500	3.247
39.000	54.880	14.033	0.570	131.600	48.400	3.317
39.500	55.560	13.963	0.572	131.700	48.300	3.387
40.000	56.230	13.893	0.574	131.900	48.100	3.457
40.500	56.900	13.822	0.577	132.000	48.000	3.528
41.000	57.570	13.751	0.579	132.200	47.800	3.599
41.500	58.240	13.680	0.582	132.300	47.700	3.670
42.000	58.910	13.608	0.584	132.500	47.500	3.742
42.500	59.580	13.536	0.587	132.700	47.300	3.814
43.000	60.250	13.463	0.590	132.800	47.200	3.887
43.500	60.910	13.390	0.592	133.000	47.000	3.960
44.000	61.580	13.316	0.595	133.200	46.800	4.034
44.500	62.240	13.243	0.598	133.400	46.600	4.107
45.000	62.900	13.169	0.601	133.500	46.500	4.181
45.500	63.560	13.094	0.603	133.700	46.300	4.256
46.000	64.220	13.020	0.606	133.900	46.100	4.330
46.500	64.880	12.945	0.609	134.100	45.900	4.405
47.000	65.540	12.870	0.612	134.300	45.700	4.480
47.500	66.190	12.794	0.615	134.500	45.500	4.556
48.000	66.850	12.719	0.618	134.600	45.400	4.631
48.500	67.500	12.643	0.622	134.800	45.200	4.707
49.000	68.150	12.567	0.625	135.000	45.000	4.783
49.500	68.800	12.491	0.628	135.200	44.800	4.859
50.000	69.450	12.415	0.631	135.400	44.600	4.935
50.500	70.100	12.338	0.635	135.600	44.400	5.012
51.000	70.740	12.261	0.638	135.800	44.200	5.089
51.500	71.390	12.185	0.642	136.000	44.000	5.165
52.000	72.030	12.108	0.645	136.200	43.800	5.242
52.500	72.670	12.031	0.649	136.400	43.600	5.319
53.000	73.310	11.954	0.652	136.600	43.400	5.396
53.500	73.950	11.876	0.656	136.800	43.200	5.474
54.000	74.590	11.799	0.660	137.100	42.900	5.551
54.500	75.220	11.722	0.663	137.300	42.700	5.628
55.000	75.860	11.645	0.667	137.500	42.500	5.705
55.500	76.490	11.567	0.671	137.700	42.300	5.783
56.000	77.120	11.490	0.675	137.900	42.100	5.860
56.500	77.750	11.413	0.679	138.100	41.900	5.937
57.000	78.380	11.335	0.683	138.300	41.700	6.015
57.500	79.000	11.258	0.687	138.500	41.500	6.092
58.000	79.630	11.181	0.691	138.700	41.300	6.169
58.500	80.250	11.103	0.695	139.000	41.000	6.247
59.000	80.870	11.026	0.700	139.200	40.800	6.324
59.500	81.490	10.949	0.704	139.400	40.600	6.401
60.000	82.110	10.872	0.709	139.600	40.400	6.478
60.500	82.730	10.795	0.713	139.800	40.200	6.555
61.000	83.340	10.718	0.718	140.000	40.000	6.632
61.500	83.950	10.641	0.722	140.300	39.700	6.709
62.000	84.560	10.565	0.727	140.500	39.500	6.785
62.500	85.170	10.488	0.731	140.700	39.300	6.862
63.000	85.780	10.412	0.736	140.900	39.100	6.938
63.500	86.390	10.336	0.741	141.100	38.900	7.014
64.000	86.990	10.260	0.746	141.400	38.600	7.090
64.500	87.590	10.184	0.751	141.600	38.400	7.166
65.000	88.190	10.109	0.756	141.800	38.200	7.241
65.500	88.790	10.033	0.761	142.000	38.000	7.317
66.000	89.390	9.958	0.766	142.200	37.800	7.392
66.500	89.990	9.883	0.772	142.500	37.500	7.467
67.000	90.580	9.808	0.777	142.700	37.300	7.542
67.500	91.170	9.734	0.782	142.900	37.100	7.616
68.000	91.760	9.660	0.788	143.100	36.900	7.690
68.500	92.350	9.586	0.793	143.300	36.700	7.764
69.000	92.930	9.512	0.799	143.600	36.400	7.838
69.500	93.520	9.438	0.805	143.800	36.200	7.912
70.000	94.100	9.365	0.811	144.000	36.000	7.985
70.500	94.680	9.292	0.816	144.200	35.800	8.058
71.000	95.260	9.220	0.822	144.400	35.600	8.130
71.500	95.830	9.148	0.828	144.700	35.300	8.202
72.000	96.410	9.076	0.834	144.900	35.100	8.274
72.500	96.980	9.004	0.841	145.100	34.900	8.346
73.000	97.550	8.933	0.847	145.300	34.700	8.417
73.500	98.120	8.862	0.853	145.500	34.500	8.488
74.000	98.690	8.791	0.860	145.800	34.200	8.559
74.500	99.250	8.721	0.866	146.000	34.000	8.629
75.000	99.810	8.651	0.873	146.200	33.800	8.699
75.500	100.380	8.581	0.879	146.400	33.600	8.769
76.000	100.930	8.512	0.886	146.600	33.400	8.838
76.500	101.490	8.444	0.893	146.900	33.100	8.906
77.000	102.050	8.375	0.900	147.100	32.900	8.975
77.500	102.600	8.307	0.907	147.300	32.700	9.043
78.000	103.150	8.239	0.914	147.500	32.500	9.111
78.500	103.700	8.172	0.921	147.700	32.300	9.178
79.000	104.240	8.105	0.928	147.900	32.100	9.245
79.500	104.790	8.039	0.936	148.200	31.800	9.311
80.000	105.330	7.973	0.943	148.400	31.600	9.377
80.500	105.870	7.907	0.950	148.600	31.400	9.443
81.000	106.410	7.842	0.958	148.800	31.200	9.508
81.500	106.950	7.778	0.966	149.000	31.000	9.572
82.000	107.480	7.713	0.974	149.200	30.800	9.637
82.500	108.010	7.649	0.981	149.400	30.600	9.701
83.000	108.540	7.586	0.989	149.700	30.300	9.764
83.500	109.070	7.523	0.997	149.900	30.100	9.827
84.000	109.600	7.461	1.006	150.100	29.900	9.889
84.500	110.120	7.398	1.014	150.300	29.700	9.952
85.000	110.640	7.337	1.022	150.500	29.500	10.013
85.500	111.160	7.276	1.031	150.700	29.300	10.074
86.000	111.680	7.215	1.039	150.900	29.100	10.135
86.500	112.200	7.155	1.048	151.100	28.900	10.195
87.000	112.710	7.095	1.056	151.300	28.700	10.255
87.500	113.220	7.036	1.065	151.500	28.500	10.314
88.000	113.730	6.977	1.074	151.800	28.200	10.373
88.500	114.240	6.918	1.083	152.000	28.000	10.432
89.000	114.740	6.861	1.092	152.200	27.800	10.489
89.500	115.240	6.803	1.101	152.400	27.600	10.547
90.000	115.750	6.746	1.111	152.600	27.400	10.604
